3S,AD,8C,8H,9S,JD,2H,5S,10D,9C,3D,6D,AC,KC,4C,8S,QC,3H,AH,9D,10S,2C,AS,6H,KD,QH,JS,3C,5H,4H,JH,7D,4S,2D,4D,10H,JC,KH,QS,6S,5D,KS,7C,5C,7H,QD,6C,7S,2S,8D,10C,9H,
AD,6D,KH,KD,5D,2H,3S,KC,10C,AH,8S,3D,8H,3H,4H,8D,5S,AS,6S,JS,AC,QC,4S,6C,JD,5C,KS,10H,2D,10S,7D,4C,JH,JC,QH,2S,QD,6H,9C,7S,3C,9H,7H,5H,8C,10D,4D,2C,QS,9S,9D,7C,
7S,8C,9H,4H,10C,JD,JS,9S,10D,QC,2D,8S,5D,4S,4D,6D,2C,6S,7D,JC,8H,KH,KS,5S,3D,AH,5C,AD,3H,10H,2S,JH,10S,8D,3C,QD,4C,QS,6H,3S,5H,7C,2H,6C,9D,KC,QH,AC,KD,AS,7H,9C,
QC,JS,4D,2D,JD,AC,4S,AD,9C,9S,5C,7H,AS,6S,KH,KS,5D,3H,10C,6C,QD,7C,3S,AH,7S,2H,9D,6D,6H,7D,8D,10S,10D,4C,3D,5H,9H,8S,JH,8H,2C,5S,2S,KC,QS,KD,3C,4H,10H,QH,8C,JC,
6S,10C,3S,2S,JC,AH,2C,3H,JS,7H,10H,5C,10S,5D,4D,2H,QD,JH,5H,6D,AD,JD,10D,9D,8H,4C,3D,QC,QH,KD,3C,4S,QS,8C,8D,4H,5S,AC,7C,9H,KS,KC,KH,AS,8S,6H,6C,2D,7D,9C,7S,9S,
10H,4H,3S,JS,7H,8H,6C,10C,5D,AH,KD,10S,8D,QD,6H,3D,7S,JD,10D,QH,6S,3C,8C,3H,2H,6D,8S,9D,5C,2S,4S,5H,KC,JH,5S,AC,2D,9H,AD,4D,QS,KS,QC,2C,JC,9S,7C,9C,7D,4C,AS,KH,
6H,10S,AH,5D,5H,4C,8S,2D,JD,JS,3H,9H,3D,3C,7S,9S,8C,7C,10C,AC,4S,7H,KC,8D,AS,5C,4D,KH,KS,QD,JH,KD,10H,QS,2S,6D,7D,JC,9C,10D,5S,8H,QC,QH,2H,9D,6C,AD,2C,3S,4H,6S,
AH,JS,7S,QS,JH,5H,3H,6D,8C,3S,9D,4S,5C,9C,AS,KS,10S,7H,4H,5D,8H,6H,7D,10H,10D,9S,6C,4C,8D,2H,10C,JC,QC,QH,KH,KC,5S,AD,QD,2S,AC,KD,JD,6S,8S,3C,9H,2C,3D,7C,2D,4D,
7H,9D,8C,4D,7D,5D,4C,KD,AD,5C,QS,8D,8S,7C,AC,4H,8H,5S,10C,9S,QD,KC,7S,JH,6C,10S,6S,KH,JC,4S,KS,6H,2H,QH,QC,10D,AH,2D,3S,2S,5H,2C,9C,10H,AS,9H,3C,3D,6D,JD,JS,3H,
2C,4D,9S,3S,QC,KC,6D,9H,8H,8D,QH,8S,10D,7S,8C,6C,QS,5S,2D,7C,7H,10S,5D,KH,QD,JS,2S,KS,6H,9C,4H,AC,JD,2H,AH,JH,5C,6S,4C,7D,3D,3C,9D,KD,10H,3H,AS,JC,4S,10C,5H,AD,
JD,6S,3D,2H,8C,4D,7H,9S,7S,JS,AC,2S,10C,6C,2C,3C,2D,8H,QC,10D,5D,4C,KD,AS,JH,AH,9H,7C,10S,10H,6H,QH,QS,KS,9C,6D,5C,4H,3H,8D,KC,JC,QD,5H,9D,3S,4S,5S,7D,8S,KH,AD,
JS,KC,2H,8D,JD,2S,9C,AS,7S,5H,4C,AD,10H,2C,5C,6S,8S,JH,4S,9D,6H,10S,3C,6D,QS,7D,5S,QD,QH,9S,7H,3D,AH,10D,3S,10C,5D,7C,2D,JC,9H,4H,KD,KH,8C,AC,6C,4D,8H,KS,QC,3H,
9C,4C,4D,5H,6H,3H,8C,7H,6C,4S,4H,7S,10C,2H,2C,10D,9S,3S,3C,10S,3D,5S,KC,KD,7C,AH,9D,8D,2S,KS,JS,JC,6S,5C,AS,9H,AC,AD,2D,8S,KH,5D,QH,QC,8H,JH,QS,6D,7D,10H,JD,QD,
2S,10S,KD,4D,7D,QH,4H,AD,AS,6S,3C,JS,2H,JC,3S,7H,10H,5H,JH,KC,7C,8H,8S,9D,2D,6C,AH,6H,4S,9S,4C,2C,AC,5C,3H,QD,9C,9H,6D,5S,10D,QS,7S,KS,8C,5D,10C,QC,3D,8D,JD,KH,
2H,8D,AC,3H,5C,KD,JS,KS,8C,9S,AD,5D,7H,JD,AS,9H,JC,4S,6C,2D,AH,7D,8H,6D,10H,JH,4C,QC,3C,9D,10C,QH,KH,3S,2S,5S,KC,8S,10S,10D,5H,2C,7C,6H,QS,3D,6S,9C,7S,QD,4H,4D,
8C,AH,3S,7H,9S,10D,QS,JD,8H,10S,JS,5D,4C,AC,5S,6S,6C,9C,KS,KH,7S,AD,10C,QC,4S,QH,8S,3C,2C,3H,7C,2H,5C,10H,6H,4H,9H,4D,6D,AS,2S,8D,2D,9D,JH,QD,JC,5H,7D,KD,KC,3D,
3S,7S,8D,3C,7C,JH,4H,10D,AC,8C,7D,4C,QC,8H,KH,AH,2S,2C,8S,10H,JC,QS,AS,JS,5C,10C,6H,6D,10S,7H,JD,9H,9D,4D,QH,9C,AD,2H,3D,6S,2D,5D,6C,5H,KC,QD,3H,KD,KS,9S,5S,4S,
2H,8D,9C,QD,4S,7C,10C,9D,10D,4H,3H,8S,10H,QS,KS,10S,KC,8H,3D,JC,4D,3S,5C,5D,2S,JH,KH,8C,7S,JD,5H,2D,QC,6C,AD,6S,9H,AS,7H,6H,QH,4C,KD,9S,3C,7D,JS,6D,5S,2C,AH,AC,
7H,4H,AD,8S,QS,QC,10H,9C,6C,JS,7D,KD,9D,3C,AH,7C,3S,5S,3D,10D,AC,4C,5C,4S,8D,6D,2S,6S,6H,KH,QD,3H,KS,8H,JH,QH,5H,JC,7S,2C,5D,9S,2D,10S,2H,8C,JD,10C,KC,9H,AS,4D,
AD,QC,AC,10C,9S,4S,9H,6D,6C,4H,KC,2D,9C,3H,4C,7H,QD,6H,QS,3D,AS,3C,2C,5S,JD,9D,3S,7S,JS,AH,7D,2S,KD,8S,8H,10H,JC,5C,5D,8D,2H,4D,KS,5H,7C,8C,6S,10S,10D,JH,KH,QH,
10H,KS,6H,JS,9H,7C,AS,5H,3H,JH,10C,4S,6C,QD,AC,5C,2C,6S,4H,5S,7D,8S,6D,3C,3D,7H,2S,AH,AD,QC,9D,8D,4D,JC,7S,2H,8H,KC,9C,9S,3S,QS,4C,JD,KH,10S,QH,2D,5D,8C,10D,KD,
5D,JH,6C,3D,QD,3C,AH,2S,QH,9H,3S,10D,QC,8D,6H,AD,5C,JD,10S,10C,8C,4D,10H,7H,KS,8S,8H,7D,KH,JS,3H,KC,4C,4H,5S,9D,2D,JC,AS,5H,9C,QS,6D,4S,7S,2H,AC,9S,KD,6S,7C,2C,
3S,KC,10D,5S,9H,7D,JH,JC,2H,6C,8D,QC,JD,4D,KH,6D,2D,8C,10H,6H,10C,3D,AC,9S,2C,7C,10S,AS,3C,4C,5D,8S,9D,QD,7H,2S,8H,QH,3H,JS,7S,KS,QS,9C,5H,AD,4H,KD,4S,AH,5C,6S,
3D,3S,8S,9C,9S,3C,5D,4D,6H,AD,7C,6S,7H,5H,AS,2S,QH,8D,2D,9H,4S,10C,8H,JC,7D,3H,AC,QS,KD,JD,9D,QC,2H,7S,6C,10H,8C,JH,KS,4H,AH,6D,5C,4C,2C,10S,QD,JS,KH,5S,10D,KC,
5D,JH,10D,6S,6H,JD,2D,7C,2C,KH,QS,6C,9D,QH,4D,5S,KC,4H,7D,2H,JC,8S,8D,10C,10S,4S,5C,3C,QC,KS,4C,3S,3D,9C,7H,2S,8C,KD,8H,7S,10H,AD,9H,6D,QD,AC,5H,9S,AS,AH,JS,3H,
2H,JC,7C,2C,AH,3C,KD,3H,AD,4S,AS,JH,KC,5C,4H,7D,KH,6D,QS,10C,9D,KS,2S,6C,9H,3S,3D,4D,7H,JS,5D,7S,5S,8S,QC,8C,9C,AC,8H,10S,6H,10H,10D,9S,2D,JD,6S,4C,8D,QD,5H,QH,
3S,2S,9D,JH,7H,6S,AS,3D,KD,8H,10H,2H,10S,5D,8C,4C,QS,QH,9H,10D,10C,KS,9C,6H,7S,6C,2D,3C,8S,AD,4H,5C,QC,7C,JS,3H,2C,5S,KH,7D,5H,9S,JC,8D,JD,QD,4D,AC,4S,AH,KC,6D,
4D,10H,5H,QD,KD,4H,6S,9C,AH,10D,8S,JC,QH,4C,8H,KH,3H,9S,9H,JS,AC,2S,6H,7D,2D,3C,2C,QC,JH,6D,KS,4S,10C,7S,7H,AS,3D,JD,9D,7C,QS,3S,AD,8C,2H,5S,10S,5C,8D,5D,6C,KC,
3D,KD,9S,4C,JH,2S,2C,QS,AD,AH,4H,5C,AC,10C,5H,5S,3C,6D,3H,10H,6S,10D,7C,4S,QD,6H,9C,2H,5D,8D,4D,9D,8S,7D,KS,8H,KC,3S,8C,QC,2D,7S,10S,JD,AS,JC,6C,7H,KH,QH,9H,JS,
2D,8C,KH,QC,5C,KS,10S,AD,6S,10C,9D,4H,KC,4C,7D,3H,4S,5H,JD,4D,10D,QH,3C,9C,8D,6D,5D,JS,JC,10H,AS,8S,3S,JH,2C,3D,2H,8H,2S,AC,6C,7H,QS,7C,QD,KD,9S,5S,9H,6H,AH,7S,
KC,JS,2C,JC,9H,4S,KD,9D,2D,5C,QH,3D,3H,2S,6D,JD,KH,QC,6C,8C,JH,5H,AD,7C,10H,7H,AC,7S,3S,8S,8H,9C,4C,8D,9S,4H,6S,2H,10D,10S,7D,5D,AS,QS,QD,4D,10C,KS,AH,6H,3C,5S,
AS,QS,8S,QC,4D,KC,9C,AH,5C,AC,3S,JC,AD,7S,8C,9H,2D,9S,4C,4H,JD,QD,7C,6C,QH,5D,JH,4S,JS,KS,5H,7H,10H,10D,9D,3C,3H,2C,8D,6S,2H,KD,6D,10S,8H,7D,10C,2S,6H,KH,5S,3D,
KD,AC,KH,4C,10S,5H,5S,QC,QH,5C,9D,7S,AH,4H,9C,8S,AD,7D,8H,10D,AS,10C,7H,2H,2D,6C,4D,3C,QS,3D,8D,KC,3S,10H,3H,5D,6D,JH,6H,7C,JS,6S,8C,2S,4S,JC,2C,KS,QD,9S,JD,9H,
5C,7D,8H,10H,4D,7C,AD,8C,8S,QC,3C,AS,JC,4H,QD,8D,9H,JS,7H,9S,KS,5S,4C,6C,2D,KD,7S,QS,2C,4S,KC,3H,3S,9D,5D,6D,2S,5H,AC,9C,6H,10D,QH,3D,10C,JH,2H,JD,10S,6S,KH,AH,
AS,7D,KH,5C,6C,9D,KD,JH,2C,QD,7H,2D,JS,8H,5D,6D,KC,3S,8S,9S,6S,AC,3C,5H,4C,QS,2S,8C,3D,AH,QC,10D,9H,8D,5S,3H,2H,QH,10C,KS,4D,10H,4H,JD,4S,6H,7S,7C,9C,AD,JC,10S,
8S,9D,KC,4C,5D,9H,10C,QC,4D,7H,7C,2S,AD,2C,KS,JH,AH,KD,QH,2H,QD,8D,5H,10H,6C,5S,6D,8H,3D,5C,10S,JD,9C,AC,4S,3C,3H,AS,QS,7D,6H,JS,6S,2D,KH,3S,8C,JC,4H,7S,9S,10D,
8H,6H,JD,5H,JS,5C,6C,8C,8D,QH,AC,3H,4S,2S,7H,9H,10S,2D,3S,4H,9C,8S,KH,7S,7C,3C,7D,2H,AH,4D,2C,JC,AS,6S,4C,QS,5S,KD,KC,9S,JH,KS,QD,9D,3D,6D,5D,10D,10C,AD,QC,10H,
4C,8H,10D,KD,10C,7S,QS,AH,JC,3C,6C,KC,6D,3D,AS,8D,2C,4H,5C,7C,AC,3H,6S,4D,9H,7D,QD,5D,JD,5H,QC,10H,AD,3S,8C,JH,7H,8S,QH,10S,9S,KH,KS,9C,JS,2S,4S,6H,2D,2H,5S,9D,
4D,JH,AH,4C,8S,QH,JS,AS,7D,6D,7S,AC,4H,JD,KC,QC,AD,KH,5C,4S,3D,6H,2D,2H,10S,10C,8H,2S,8C,2C,3S,JC,5H,6S,8D,7H,KS,10H,9H,7C,3H,10D,5S,6C,9D,3C,KD,QS,QD,9S,9C,5D,
7D,8S,AD,9H,10H,JD,3S,JH,5D,4D,5C,AH,6S,4H,7C,8D,10D,2S,3H,10S,QD,QH,7H,KD,JS,6D,QC,2D,10C,9C,6C,9D,AC,AS,7S,5H,6H,2C,3D,3C,KC,4C,4S,9S,2H,8C,8H,5S,KS,JC,KH,QS,
AD,9H,10H,3S,7C,KS,7D,3C,JD,QH,6S,QS,KD,5D,2D,QD,6D,AS,4C,6C,JS,9D,QC,10S,10C,8S,3D,9C,KH,AH,6H,2H,2S,5H,9S,4H,KC,8C,JH,3H,JC,5S,7S,5C,4S,7H,AC,2C,8D,8H,4D,10D,
2C,QS,5C,QH,AS,8D,3D,6D,QC,KD,AC,9D,KH,8C,AD,QD,6S,2H,10S,4H,4S,JH,4D,2D,9C,AH,8S,3S,6H,5H,4C,8H,10D,KS,JS,KC,JD,JC,9H,5D,6C,5S,7D,10H,2S,7H,10C,7C,3C,3H,9S,7S,
JD,3C,4C,8D,KH,2C,AS,QC,6H,7S,10D,AD,JC,3S,KC,3H,8C,JH,KS,10S,2D,9C,5C,AH,8H,6C,7C,4D,6D,10H,2S,4S,JS,AC,7D,3D,5D,2H,10C,5S,9S,4H,8S,KD,9H,QS,7H,QD,5H,9D,6S,QH,
9S,JD,7S,3C,JC,10C,3D,5H,5C,4S,KD,7C,10H,QH,8C,4H,AC,KS,7D,9D,4C,QD,6C,KC,8S,8D,10S,4D,2S,3H,6D,10D,5S,2C,QS,JS,AD,6H,AS,7H,9H,AH,2H,QC,9C,5D,8H,3S,JH,2D,KH,6S,
10S,KS,5D,9D,3S,3H,7D,KC,AC,QH,8H,KH,JD,5S,4H,7C,AD,9S,7H,8S,3D,2S,7S,5C,6D,4D,5H,9H,8C,9C,2D,4S,2C,KD,6C,8D,QD,AS,2H,AH,3C,JH,JC,10H,10C,QC,6H,10D,6S,JS,4C,QS,
10C,KC,5S,7C,9D,KS,9H,JS,6D,QC,KH,AH,5C,6H,AD,5H,4S,JH,3D,8H,5D,JD,AC,9C,2C,2S,JC,9S,7S,4H,8D,10D,4C,QH,10H,2H,8S,QS,3S,7D,2D,4D,10S,3H,AS,QD,8C,6C,3C,KD,7H,6S,
3D,5D,JC,3S,4C,6H,5S,QS,AD,4D,6S,8D,5H,KS,JH,10C,10D,JD,2C,AS,7S,8H,QC,4S,2H,3H,AH,10S,7D,QD,4H,7C,9H,2D,AC,9D,JS,KH,KD,10H,7H,8C,KC,6C,2S,5C,8S,9C,3C,9S,6D,QH,
9H,JH,8D,8C,AH,KS,AD,5H,KH,6D,8H,5S,10D,3S,JC,10C,5D,2D,AC,6S,3C,7D,JD,KD,7C,3D,9S,4D,9C,JS,QS,10H,4H,2H,4S,8S,4C,10S,2C,KC,QC,QD,2S,AS,6H,3H,7S,9D,5C,6C,QH,7H,
JC,4H,4S,3S,6C,2D,8C,3D,6S,QH,KD,3C,QS,8D,6D,8S,2C,KS,KC,5S,AS,7S,QC,AH,JD,8H,7D,10C,2H,3H,5H,10S,10D,AD,5D,9S,9H,6H,9D,JS,AC,4C,4D,9C,10H,JH,7H,5C,7C,KH,QD,2S,
7S,AS,8C,3S,4S,KH,10H,9S,JC,5S,8S,JD,9C,AD,AH,QH,KC,KD,5D,8H,6S,8D,7D,QS,3H,10S,KS,JS,4C,6D,9H,2D,2S,QC,4D,6H,4H,10C,5C,6C,5H,10D,QD,2H,3D,AC,9D,3C,2C,7H,7C,JH,
3S,10C,5C,8S,8H,AC,5D,AS,6S,9D,2D,9S,10S,10H,QD,AD,7D,4C,3H,7S,QS,10D,KS,JH,2H,9C,3C,6D,KC,JS,2C,2S,6C,QH,4S,9H,3D,8D,4D,KH,7H,KD,AH,QC,7C,5S,JC,JD,6H,5H,8C,4H,
KD,3C,2C,KC,7S,7H,4C,10D,9S,7D,5H,JS,6S,2H,6D,AD,4D,JH,QD,5C,JD,6C,8D,10S,3S,QH,KS,10H,10C,AS,QS,AC,AH,8S,4S,6H,5S,3H,4H,5D,3D,8H,KH,JC,2S,9C,9D,9H,2D,7C,8C,QC,
QC,6C,8D,10S,9S,2C,6S,5C,9C,JC,5H,8S,2D,KC,AC,QH,3S,QS,10D,4S,4H,3C,JS,3H,8C,6H,7D,AH,10C,4C,5S,7C,3D,5D,2S,KS,KD,7H,AS,JH,9D,KH,JD,10H,4D,QD,2H,9H,7S,8H,6D,AD,
4S,KS,2H,KC,2D,6H,AC,7D,3C,7H,5D,10S,8H,9D,5S,3S,10C,7C,9H,AS,6S,JS,4D,JH,QS,KD,AH,6D,8D,3D,2C,8S,9S,8C,5H,KH,QC,10H,JC,4H,JD,3H,10D,QH,5C,AD,QD,2S,6C,4C,9C,7S,
10S,9D,2H,AC,9S,7D,6H,JD,8H,4D,2C,KS,AS,7S,KC,2S,4C,4H,6S,8D,AH,9H,3D,3S,3H,9C,8S,2D,6D,6C,10C,QD,QS,5D,10H,5C,QC,JS,3C,4S,8C,KD,7H,QH,5S,KH,JC,7C,AD,5H,10D,JH,
AH,KC,6D,9H,9D,KS,5S,8D,2S,5C,10S,JH,3D,9S,10H,10C,6S,AD,8H,QD,9C,QS,JS,5D,QH,7D,6C,2D,4C,KD,3C,2H,8C,7C,AS,4D,10D,JC,QC,4H,JD,4S,6H,3S,8S,2C,5H,KH,3H,7H,7S,AC,
4C,QH,6S,9C,9S,4H,3C,AC,QS,KC,2D,8C,7H,8H,5H,8S,7C,2C,10D,AH,6H,3H,JC,QD,10C,10S,JD,5S,3D,3S,2S,JH,6C,AS,QC,KH,9H,7D,6D,9D,JS,5D,7S,4S,8D,4D,5C,AD,KS,KD,10H,2H,
2C,AC,7H,AS,JH,2S,4S,6S,10C,4C,9H,7C,JC,AD,6D,8S,3H,10D,3D,6C,8D,2D,KD,9D,9S,3C,QS,8C,8H,KH,7S,3S,7D,2H,JD,KC,10S,9C,5S,5C,QC,JS,4D,AH,QH,QD,5H,5D,10H,4H,6H,KS,
JS,AH,10H,7C,10S,10C,KC,7D,3C,8D,7S,2H,5S,QD,4H,10D,JD,5C,JC,9S,3D,AS,AD,5H,4S,4D,2C,KH,6S,3S,9H,QC,JH,9C,QS,9D,5D,KD,6D,6C,KS,7H,QH,2S,8C,4C,8S,3H,2D,6H,AC,8H,
4C,10S,3C,QH,5C,9C,8D,8S,KD,9S,3S,AC,7D,KC,QS,6S,10D,5D,2C,3D,10C,4H,KH,8H,KS,QD,8C,JD,JC,7S,10H,JH,9H,5H,6H,7H,4D,2S,2H,7C,AH,AS,AD,6C,9D,2D,3H,QC,4S,6D,JS,5S,
6S,9H,8S,7S,QD,5S,3C,JD,7D,10C,JC,AD,4C,2C,QH,3D,9S,4S,6H,AC,8H,AH,JS,3H,7H,QC,9C,4D,10H,2S,QS,2H,KC,10S,8D,KD,KH,8C,6D,5H,KS,5D,5C,AS,7C,4H,9D,10D,3S,6C,2D,JH,
4C,7D,8H,QD,7C,2S,8S,10C,4H,6D,10H,JH,AH,4S,KH,QC,7S,2H,5D,AC,7H,9H,2D,6H,JD,3H,3S,KS,2C,5S,KD,3D,6C,AD,JC,9S,10S,8C,5H,AS,QS,9D,9C,JS,8D,4D,6S,10D,3C,5C,QH,KC,
2C,8H,AS,7C,7H,5D,JC,6C,7S,JS,6H,QD,AD,8S,7D,4S,10S,9C,8D,10H,4C,6D,2H,JH,3H,KH,AC,QS,5C,KS,JD,9S,8C,QC,10D,3S,2S,3D,5S,4D,10C,3C,9D,KC,4H,9H,AH,6S,QH,5H,2D,KD,
AH,4C,5C,8C,3D,QS,2H,6D,KS,9S,8S,AC,AS,9C,3C,AD,8D,7S,JD,QD,4S,3S,6H,9H,3H,7C,KC,4D,8H,5H,6C,10H,5D,QC,5S,2C,2S,JS,2D,JC,KH,9D,10S,4H,10D,10C,KD,6S,7H,JH,QH,7D,
3H,8S,AH,7C,6C,2D,9S,KH,AS,10H,9H,2C,AD,5C,4C,9C,3C,KS,4S,AC,KC,QS,7H,QC,5S,6H,4D,5H,6S,JC,JH,3S,2H,10S,7D,3D,7S,2S,5D,10C,9D,4H,10D,8H,KD,6D,JD,QD,QH,8D,8C,JS,
7H,QD,2H,3C,8S,9H,9D,AC,AS,5D,KC,KD,QH,4C,7C,4H,7D,5H,QC,5S,6C,AH,KS,JD,AD,JS,7S,2D,9S,6D,4D,8H,QS,2C,6S,8D,8C,10D,JC,10H,4S,10S,9C,JH,5C,3H,2S,KH,3D,3S,6H,10C,
5H,9S,JC,10H,KH,7D,QD,6C,10D,8H,AH,2C,4S,3S,JS,5S,10C,2D,6H,7H,9C,AC,QS,QH,JD,9D,8S,4D,AS,8D,9H,10S,8C,6D,7S,5D,7C,KC,2H,3D,KS,5C,KD,QC,3H,2S,4H,3C,4C,AD,6S,JH,
3S,JS,9C,AS,10S,4D,JC,8H,4H,4S,5S,9H,KD,9D,7C,KS,8S,QC,2D,10D,6D,5D,7H,JH,3D,8D,KC,3H,10H,7S,8C,KH,2H,10C,AD,2C,7D,QH,6H,6C,9S,QD,2S,QS,5H,JD,4C,6S,5C,3C,AC,AH,
9H,QS,7H,7S,2S,JH,5C,KC,5H,10D,6D,7C,8S,KD,5D,2H,9S,8C,9D,6H,4D,3H,6C,7D,10C,AD,8D,4S,QC,4H,3D,5S,QD,AC,4C,QH,KS,8H,10S,3S,3C,2D,6S,JC,JD,AH,10H,KH,JS,AS,2C,9C,
10S,3D,7S,5D,4S,6C,2C,2D,5C,KC,6D,10H,QC,JD,9D,8C,9C,8H,10C,JC,5H,KH,9S,QD,7D,2H,3C,KD,JH,8D,3S,4H,AC,9H,6S,8S,QS,3H,QH,6H,10D,KS,2S,AD,4C,AS,7C,7H,JS,AH,4D,5S,
8S,6S,2S,9H,7C,9C,5D,5S,JS,JD,7S,2D,AC,QS,QD,3D,KH,QH,5C,7H,4D,10S,3H,KD,9S,10D,4H,8D,6H,5H,8C,JC,QC,4S,10C,6D,AS,KC,10H,2H,8H,AD,AH,9D,JH,7D,3S,6C,KS,3C,4C,2C,
3D,JS,JH,4D,AD,5S,3H,QD,2H,7S,6D,4H,4S,9C,KD,5C,6C,10S,7H,AH,3S,7D,JD,6S,10D,5H,KC,AS,9D,8D,AC,8S,QS,4C,3C,2C,KH,8C,5D,2D,QH,2S,KS,7C,9H,10C,9S,QC,8H,6H,10H,JC,
5S,2H,9S,KC,2C,7S,QD,QS,4S,7C,KD,AH,7D,3C,6C,9C,4C,8D,AS,JD,6S,9D,2S,8S,AD,JH,8C,4H,QH,5H,5D,10H,10S,5C,AC,4D,JC,2D,10C,3H,3D,3S,9H,10D,6H,KS,KH,7H,8H,QC,6D,JS,
9H,KH,4S,7C,7D,KD,5H,4C,AC,8S,2C,9C,KC,9S,2D,AS,6S,AD,8C,QC,8H,3S,KS,JS,5S,QH,5C,9D,3C,JC,6C,10S,7S,2H,4D,6D,10H,3H,AH,QS,QD,6H,2S,3D,8D,7H,10D,JH,JD,5D,10C,4H,
6H,9C,AS,6S,KC,2H,5D,10C,6D,5S,3D,QS,2D,AD,9S,7D,4C,5C,10S,5H,JS,7S,8H,JC,9H,8S,4S,KH,10D,JH,2S,3C,JD,4D,2C,3H,KS,9D,6C,10H,QD,AC,8D,AH,4H,7C,QC,KD,3S,8C,QH,7H,
2D,3C,9D,3D,4C,2H,6C,JH,5S,KS,8S,10D,6D,9H,9C,5H,4S,2S,7S,4H,KH,QC,3S,7C,JS,KC,KD,10S,10H,3H,AD,8C,5D,9S,QH,8H,AH,JC,8D,7D,QS,7H,6H,JD,2C,QD,AS,5C,6S,AC,10C,4D,
9H,5H,2H,AD,6C,KH,3D,AC,10S,9C,7H,JD,6S,6D,AH,4C,AS,QC,2S,4H,10C,7D,6H,3S,KS,8C,3H,2D,KC,5D,9D,10D,JC,QH,10H,8S,7S,KD,2C,JS,5S,QD,7C,QS,8D,9S,5C,3C,4S,JH,8H,4D,
AC,KD,JD,2S,4H,7H,9C,4C,10C,9H,KH,KC,2H,8S,8H,2C,7C,6S,6H,10S,KS,AH,2D,5H,JC,10H,7S,3C,6D,JS,4S,QH,QD,8C,QS,5S,JH,3H,3S,9D,6C,7D,10D,5C,9S,4D,AD,3D,AS,8D,QC,5D,
2H,8D,10D,2C,9C,6C,9D,KC,9S,5C,7H,10S,7S,3D,7C,AS,QS,6H,QD,2D,4S,8C,3C,10H,3H,8H,9H,6D,8S,7D,KH,JH,4H,JD,KS,2S,10C,4C,JC,QH,5D,4D,6S,5H,AD,3S,5S,AH,JS,KD,QC,AC,
10H,AH,7H,3D,8S,10D,8D,8C,9S,AD,9D,6H,4H,2S,6D,9C,3H,JS,5C,QC,KH,5H,7D,QD,10C,9H,7C,4C,KD,2D,2C,10S,JC,6S,KC,8H,4S,JH,JD,5S,5D,QH,3S,QS,7S,2H,6C,AC,AS,4D,3C,KS,
6C,10C,8S,8C,KS,9S,7H,9C,6H,5H,5C,9H,QD,10S,JH,10D,AD,4H,JD,4C,AC,2D,JC,5D,2S,QC,KC,QS,7S,KD,AH,4D,5S,KH,10H,JS,8H,9D,3H,2H,AS,3D,3S,7C,7D,QH,8D,4S,2C,3C,6D,6S,
QH,2H,9C,9H,JD,4H,8H,10C,AS,3C,KS,6S,9D,3S,KH,9S,QC,10H,KD,2D,5H,3D,8D,4C,AH,3H,5S,7D,8S,10D,AC,7S,8C,7H,6H,6D,5D,2S,QS,7C,4S,AD,4D,JH,2C,6C,JS,10S,5C,KC,QD,JC,
7S,10S,8H,4C,3H,2D,7H,5H,6S,5D,3S,QS,JC,KH,2C,10D,5S,JH,AH,7C,10C,2H,KC,4D,9S,10H,8S,6H,8C,7D,9H,AC,QC,2S,9D,9C,KD,8D,4S,AD,3D,QH,JD,AS,3C,5C,KS,4H,6C,6D,QD,JS,
5H,5D,2S,9D,7H,KH,QS,AD,2D,3S,3C,9C,2C,KS,JH,KD,6S,AH,6H,9H,9S,AS,7C,10H,7D,AC,10D,JC,10S,7S,QC,8C,QH,4C,6D,4H,8H,4S,QD,JD,JS,6C,10C,2H,5S,4D,3H,8D,8S,KC,5C,3D,
9S,3H,8H,7D,8S,4S,3D,AH,AS,JS,6D,KD,5H,8D,4C,10D,JC,QS,4H,2S,8C,KC,7C,6C,JD,QD,7H,3C,4D,9H,AD,10S,7S,6S,2H,KH,5C,5S,KS,10H,2D,5D,QH,9D,9C,JH,AC,QC,2C,6H,3S,10C,
8S,9S,2H,5C,4H,KH,8D,JH,3D,8C,AS,JS,QS,QC,KS,6H,7C,3H,10C,7H,JD,7S,6C,QH,10D,6D,2D,6S,AH,9C,7D,AD,2S,10S,9D,3S,2C,4D,10H,4C,5S,4S,5H,9H,KC,QD,AC,3C,KD,JC,8H,5D,
10H,4D,9H,QS,9D,2C,8H,3C,7S,AS,2D,5H,3S,QD,6H,AD,JC,KC,6C,AH,4H,3D,10S,7C,QH,5C,4S,9S,10C,8S,8C,9C,6S,2H,10D,QC,KS,8D,KH,KD,AC,5S,JH,3H,5D,6D,7D,JD,JS,7H,4C,2S,
7S,AD,6H,5H,8S,2H,KD,8H,QH,10D,2S,KS,10S,7C,7D,JD,KH,10H,5D,JH,AC,2D,9H,9S,3D,6C,JS,6S,4S,10C,QC,8D,6D,3S,5S,2C,3C,4C,9D,4D,JC,QS,KC,3H,AS,8C,5C,7H,AH,9C,4H,QD,
QC,KS,JH,JD,QD,KC,AS,3H,9D,10H,KH,2C,6H,4S,4C,10S,4D,3D,JC,4H,6S,QH,3S,6C,7H,8H,JS,AC,5D,2S,7D,10D,3C,5C,5H,7C,9H,8S,QS,2H,8C,6D,9C,8D,2D,AH,9S,10C,7S,5S,KD,AD,
